,year,state,district,chloride,sdp,ginivalue,intercept,sdp2,sdp3
8151,2010,bihar,pashchimchamparan,25.559999,207295.1926379,0.22,1,42971296890.78407,8907743266875478.0
8152,2011,bihar,pashchimchamparan,21.049999,228497.44453,0.22,1,52211082156.74043,1.193009884896107e+16
8153,2012,bihar,pashchimchamparan,32.857143,236932.551245,0.22,1,56137033839.464554,1.3300690646911236e+16
8154,2013,bihar,pashchimchamparan,24.714285,246914.742009,0.22,1,60966889821.37103,1.5053623871334958e+16
8155,2014,bihar,pashchimchamparan,,255738.812159,0.22,1,65402340044.496284,1.6725916755398478e+16
8156,2015,bihar,pashchimchamparan,,269199.601108,0.22,1,72468425236.7063,1.9508471166646256e+16
8157,2016,bihar,pashchimchamparan,44.923077,289264.874311,0.22,1,83674167510.15863,2.420399754790359e+16
8158,2017,bihar,pashchimchamparan,,312605.136484,0.22,1,97721971356.18028,3.0548390193284276e+16
8159,2018,bihar,pashchimchamparan,,345545.451065,0.22,1,119401658751.7143,4.125870003127031e+16
8160,2000,jharkhand,pashchimisinghbhum,,65731.2805286,0.19,1,4320601239.929508,283998652154023.5
8161,2001,jharkhand,pashchimisinghbhum,,70259.9668104,0.19,1,4936462936.19851,346835722058077.0
8162,2002,jharkhand,pashchimisinghbhum,103.0,72227.2458811,0.19,1,5216775047.568876,376793294067144.4
8163,2003,jharkhand,pashchimisinghbhum,,77692.7317203,0.19,1,6036160562.16251,468965803176747.06
8164,2004,jharkhand,pashchimisinghbhum,117.8,90933.6538866,0.19,1,8268929409.167964,751923964906007.5
8165,2005,jharkhand,pashchimisinghbhum,48.0,86858.7727437,0.19,1,7544446402.541722,655301355555396.4
8166,2006,jharkhand,pashchimisinghbhum,104.0,88314.3261633,0.19,1,7799420205.677733,688800539928855.6
8167,2007,jharkhand,pashchimisinghbhum,97.371429,107985.9699481,0.19,1,11660969705.631956,1259221124198077.0
8168,2008,jharkhand,pashchimisinghbhum,105.5,103643.8360002,0.19,1,10742044740.836353,1113346723426053.9
8169,2009,jharkhand,pashchimisinghbhum,81.599998,113916.5552988,0.19,1,12976981571.144558,1478293038760797.5
8170,2010,jharkhand,pashchimisinghbhum,135.39999,130488.9543595,0.19,1,17027367209.835674,2221883342706694.0
8171,2011,jharkhand,pashchimisinghbhum,121.02143,137383.47,0.19,1,18874217829.240902,2593005538916982.5
8172,2012,jharkhand,pashchimisinghbhum,114.55556,149526.29,0.19,1,22358111401.1641,3343125449222770.0
8173,2013,jharkhand,pashchimisinghbhum,119.375,150609.33,0.19,1,22683170283.048897,3416297078605904.5
8174,2014,jharkhand,pashchimisinghbhum,,170568.0,0.19,1,29093442624.0,4962410321490432.0
8175,2015,jharkhand,pashchimisinghbhum,,158231.12,0.19,1,25037087336.4544,3961646370784996.0
8176,2016,jharkhand,pashchimisinghbhum,,176363.12,0.19,1,31103950096.1344,5485589683278562.0
8177,2017,jharkhand,pashchimisinghbhum,,191573.07,0.19,1,36700241149.2249,7030777866697343.0
8178,2018,jharkhand,pashchimisinghbhum,,208701.46,0.19,1,43556299406.1316,9090263278256796.0
8179,2000,gujarat,patan,976.75,187486.1300255,0.33,1,35151048951.93869,6590334134335893.0
8180,2001,gujarat,patan,750.0,202722.5912177,0.33,1,41096448990.0187,8331178629102622.0
8181,2002,gujarat,patan,2797.7144,220397.2332726,0.33,1,48574940434.21686,1.0705782478082742e+16
8182,2003,gujarat,patan,,257104.4366173,0.33,1,66102691328.29923,1.6995295212849656e+16
8183,2004,gujarat,patan,,272449.3578123,0.33,1,74228652572.33466,2.0223548724604908e+16
8184,2005,gujarat,patan,930.20001,311996.5449489,0.33,1,97341844060.05098,3.037031902569051e+16
8185,2006,gujarat,patan,3528.25,338383.4783698,0.33,1,114503378433.64493,3.874605147947031e+16
8186,2007,gujarat,patan,1145.75,378395.6474308,0.33,1,143183265994.5743,5.41799246372734e+16
8187,2008,gujarat,patan,888.25,394570.375799,0.33,1,155685781458.16406,6.1428997296508776e+16
8188,2009,gujarat,patan,2685.5,450323.9227272,0.33,1,202791635380.4132,9.132192474077173e+16
8189,2010,gujarat,patan,1632.5,499605.6040329,0.33,1,249605759581.0789,1.2470443628559573e+17
8190,2011,gujarat,patan,876.77777,532809.458729,0.33,1,283885919311.0899,1.5125710300892637e+17
8191,2012,gujarat,patan,974.44446,596658.833674,0.33,1,356001763801.218,2.1241159717552157e+17
8192,2013,gujarat,patan,2020.75,641488.810619,0.33,1,411507894149.3793,2.6397770957821462e+17
8193,2014,gujarat,patan,1328.375,705628.836007,0.33,1,497912054204.5936,3.5134110324224166e+17
8194,2015,gujarat,patan,1784.375,774775.215127,0.33,1,600276633975.0891,4.6507945822376115e+17
8195,2016,gujarat,patan,1026.7,843930.335881,0.33,1,712218411820.2175,6.010627235080686e+17
8196,2017,gujarat,patan,1459.125,946511.194431,0.33,1,895883441183.1984,8.479637059852636e+17
8197,2018,gujarat,patan,775.14288,1034399.010404,0.33,1,1069981312724.7744,1.1067876110332794e+18
8198,2000,kerala,pathanamthitta,17.866667,147974.0130992,0.31,1,21896308552.682213,3240084648598723.0
8199,2001,kerala,pathanamthitta,24.8375,155366.950885,0.31,1,24138889427.302002,3750385648070076.0
8200,2002,kerala,pathanamthitta,26.183332,166735.0922528,0.31,1,27800590988.54973,4635334103158200.0
8201,2003,kerala,pathanamthitta,,177541.0598597,0.31,1,31520827936.10558,5596241199431425.0
8202,2004,kerala,pathanamthitta,13.856667,194267.493393,0.31,1,37739858989.1993,7331627806837028.0
8203,2005,kerala,pathanamthitta,14.776667,214150.7366373,0.31,1,45860538002.298225,9821067995775054.0
8204,2006,kerala,pathanamthitta,16.082758,231069.2215745,0.31,1,53392985159.04538,1.2337475518239446e+16
8205,2007,kerala,pathanamthitta,14.173077,251692.2406281,0.31,1,63348983992.393394,1.5944447722559132e+16
8206,2008,kerala,pathanamthitta,13.217857,267167.5888867,0.31,1,71378520551.53275,1.9070027234052764e+16
8207,2009,kerala,pathanamthitta,15.148148,291324.5256403,0.31,1,84869979239.54582,2.4724706443062796e+16
8208,2010,kerala,pathanamthitta,13.718518,309969.0946772,0.31,1,96080839655.00299,2.9782090883686496e+16
8209,2011,kerala,pathanamthitta,24.655172,328021.122926,0.31,1,107597857085.63399,3.5294369905660924e+16
8210,2012,kerala,pathanamthitta,15.160606,348615.805536,0.31,1,121532979869.51418,4.236831767640115e+16
8211,2013,kerala,pathanamthitta,16.882,364706.773146,0.31,1,133011030378.5679,4.851002368219208e+16
8212,2014,kerala,pathanamthitta,19.893749,382134.255452,0.31,1,146026589189.8544,5.580176193626009e+16
8213,2015,kerala,pathanamthitta,18.494118,411150.14943,0.31,1,169044445376.3113,6.950264897678187e+16
8214,2016,kerala,pathanamthitta,23.393749,443615.30071,0.31,1,196794535024.0237,8.73010668327669e+16
8215,2017,kerala,pathanamthitta,42.662502,473181.789805,0.31,1,223901006203.0632,1.0594587885430586e+17
8216,2018,kerala,pathanamthitta,29.772667,510786.93361,0.31,1,260903291546.70654,1.3326599225789808e+17
8217,2000,punjab,patiala,136.8353,130869.8138609,0.32,1,17126908179.986614,2241395285527573.8
8218,2001,punjab,patiala,,132574.7758189,0.32,1,17576071183.43159,2330143696920472.0
8219,2002,punjab,patiala,166.39999,134832.8663829,0.32,1,18179901857.02897,2451248277943023.0
8220,2003,punjab,patiala,,143252.0223939,0.32,1,20521141919.94243,2939695081863992.5
8221,2004,punjab,patiala,124.0,150374.3300627,0.32,1,22612439141.80584,3400330387032628.0
8222,2005,punjab,patiala,172.85715,157746.8313787,0.32,1,24884062810.02001,3925382060109207.0
8223,2006,punjab,patiala,133.66667,174759.6699571,0.32,1,30540942243.514523,5337324986655451.0
8224,2007,punjab,patiala,111.35789,189894.1594683,0.32,1,36059791800.17215,6847543854495587.0
8225,2008,punjab,patiala,86.947365,200421.2722428,0.32,1,40168686367.42256,8050659226080846.0
8226,2009,punjab,patiala,100.5,213223.6778484,0.32,1,45464336795.198265,9694073102410512.0
8227,2010,punjab,patiala,117.33334,226995.4768816,0.32,1,51526946524.70501,1.1696383798628116e+16
8228,2011,punjab,patiala,81.928574,239226.952142,0.32,1,57229534631.15076,1.3690847142315234e+16
8229,2012,punjab,patiala,95.470589,251812.593817,0.32,1,63409582404.84542,1.5967331418216928e+16
8230,2013,punjab,patiala,116.27333,267515.21,0.32,1,71564387581.34412,1.9144562172344664e+16
8231,2014,punjab,patiala,121.90909,278484.6,0.32,1,77553672437.15999,2.1597503447193524e+16
8232,2015,punjab,patiala,87.205261,294894.856617,0.32,1,86962976459.161,2.5644934473911828e+16
8233,2016,punjab,patiala,89.300003,315782.992402,0.32,1,99718898290.36159,3.1489532101161064e+16
8234,2017,punjab,patiala,46.409092,335056.78566,0.32,1,112263049616.81117,3.761449655299785e+16
8235,2018,punjab,patiala,159.8,353942.469249,0.32,1,125275271538.07932,4.434023894402677e+16
8236,2000,bihar,patna,89.14286,110614.8384025,0.34,1,12235642474.811188,1353443615102004.8
8237,2001,bihar,patna,86.14286,104271.4311831,0.34,1,10872531360.971958,1133694405591684.0
8238,2002,bihar,patna,,117457.1421273,0.34,1,13796180236.712753,1620459902877417.2
8239,2003,bihar,patna,,109882.9860909,0.34,1,12074270632.252922,1326756911941610.2
8240,2004,bihar,patna,,123786.1184561,0.34,1,15323003122.42762,1896775079616015.5
8241,2005,bihar,patna,75.5,120702.783321,0.34,1,14569161901.436275,1758538392157631.0
8242,2006,bihar,patna,,141591.8828573,0.34,1,20048261291.075363,2838671064218484.5
8243,2007,bihar,patna,89.671425,148922.2741187,0.34,1,22177843728.685226,3302774923124953.0
8244,2008,bihar,patna,48.75,171625.470485,0.34,1,29455302119.197605,5055280084485107.0
8245,2009,bihar,patna,87.666664,179834.9465579,0.34,1,32340608003.482746,5815971511956313.0
8246,2010,bihar,patna,53.242859,207295.1926379,0.34,1,42971296890.78407,8907743266875478.0
8247,2011,bihar,patna,50.5,228497.44453,0.34,1,52211082156.74043,1.193009884896107e+16
8248,2012,bihar,patna,57.675999,236932.551245,0.34,1,56137033839.464554,1.3300690646911236e+16
8249,2013,bihar,patna,89.299995,246914.742009,0.34,1,60966889821.37103,1.5053623871334958e+16
8250,2014,bihar,patna,,255738.812159,0.34,1,65402340044.496284,1.6725916755398478e+16
8251,2015,bihar,patna,,269199.601108,0.34,1,72468425236.7063,1.9508471166646256e+16
8252,2016,bihar,patna,59.576065,289264.874311,0.34,1,83674167510.15863,2.420399754790359e+16
8253,2017,bihar,patna,,312605.136484,0.34,1,97721971356.18028,3.0548390193284276e+16
8254,2018,bihar,patna,,345545.451065,0.34,1,119401658751.7143,4.125870003127031e+16
8255,2000,uttarakhand,paurigarhwal,,30799.7571684,0.26,1,948625041.6324072,29217420926141.48
8256,2001,uttarakhand,paurigarhwal,,32261.1667241,0.26,1,1040782878.4001771,33576869963656.81
8257,2002,uttarakhand,paurigarhwal,,35281.9027236,0.26,1,1244812659.7975729,43919359172083.74
8258,2003,uttarakhand,paurigarhwal,,38072.534036,0.26,1,1449517847.9223783,55186817600814.21
8259,2004,uttarakhand,paurigarhwal,,43080.982865,0.26,1,1855971084.6144235,79957058494209.44
8260,2005,uttarakhand,paurigarhwal,,49189.0541775,0.26,1,2419563050.8770304,119016017995467.44
8261,2006,uttarakhand,paurigarhwal,,55116.2983736,0.26,1,3037806346.4077024,167432640989822.6
8262,2007,uttarakhand,paurigarhwal,15.0,64750.7207447,0.26,1,4192655836.9581223,271477487277511.8
8263,2008,uttarakhand,paurigarhwal,28.0,71643.1429636,0.26,1,5132739933.702827,367725620865250.44
8264,2009,uttarakhand,paurigarhwal,14.0,83903.4340797,0.26,1,7039786250.366564,590662241592809.5
8265,2010,uttarakhand,paurigarhwal,3.9000001,92717.0888381,0.26,1,8596458562.612127,797038612242754.0
8266,2011,uttarakhand,paurigarhwal,14.0,101959.625698,0.26,1,10395765272.476263,1059948336025946.8
8267,2012,uttarakhand,paurigarhwal,,109528.494544,0.26,1,11996491117.075039,1313957611863697.8
8268,2013,uttarakhand,paurigarhwal,10.0,117777.508407,0.26,1,13871541486.560955,1633755594051482.2
8269,2014,uttarakhand,paurigarhwal,11.0,125701.663137,0.26,1,15800908115.407824,1986200429181683.8
8270,2015,uttarakhand,paurigarhwal,,136143.511531,0.26,1,18535055731.991528,2523427573776116.5
8271,2016,uttarakhand,paurigarhwal,,150302.942719,0.26,1,22590974589.990997,3395489959765802.0
8272,2017,uttarakhand,paurigarhwal,,162204.786083,0.26,1,26310392628.231796,4267671608022079.0
8273,2018,uttarakhand,paurigarhwal,,166518.80791,0.26,1,27728513387.76748,4617318994447516.0
8274,2000,telangana,peddapalli,270.25,0,,1,0,0
8275,2001,telangana,peddapalli,681.0,0,,1,0,0
8276,2002,telangana,peddapalli,333.25,0,,1,0,0
8277,2003,telangana,peddapalli,585.0,0,,1,0,0
8278,2004,telangana,peddapalli,153.5,161790.0415709,,1,26176017551.513554,4235018967819986.0
8279,2005,telangana,peddapalli,167.0,187776.1779824,,1,35259893017.67796,6620967946927880.0
8280,2006,telangana,peddapalli,230.5,208478.0615525,,1,43463102148.68798,9061103285016768.0
8281,2007,telangana,peddapalli,433.20001,229693.2189788,,1,52758974844.842964,1.2118378762133516e+16
8282,2008,telangana,peddapalli,174.66667,260994.8059207,,1,68118288717.583855,1.7778519543496006e+16
8283,2009,telangana,peddapalli,484.33334,261702.8578216,,1,68488385791.99258,1.7923606289352722e+16
8284,2010,telangana,peddapalli,185.25,307974.0313275,,1,94848003972.11195,2.9210722146658052e+16
8285,2011,telangana,peddapalli,145.0,325139.34,,1,105715590415.63562,3.4372297295450092e+16
8286,2012,telangana,peddapalli,489.25,334204.72,,1,111692794870.27838,3.732825923563882e+16
8287,2013,telangana,peddapalli,134.66667,349592.66,,1,122215027925.87558,4.272547670458113e+16
8288,2014,telangana,peddapalli,280.75,372896.74,,1,139051978702.6276,5.1852029548759256e+16
8289,2015,telangana,peddapalli,475.0,416892.372407,,1,173799250171.13678,7.245558172640291e+16
8290,2016,telangana,peddapalli,309.14285,455731.09,,1,207690826392.58813,9.465116669489496e+16
8291,2017,telangana,peddapalli,438.20001,498145.46,,1,248148899318.61163,1.2361424759956347e+17
8292,2018,telangana,peddapalli,312.0,544440.594844,,1,296415561314.0885,1.6138066452286048e+17
8293,2000,tamilnadu,perambalur,650.09998,288498.4181227,0.27,1,83231337259.30025,2.401210913754506e+16
8294,2001,tamilnadu,perambalur,533.5,282908.7883863,0.27,1,80037382546.20425,2.264327892175744e+16
8295,2002,tamilnadu,perambalur,567.40002,284324.4625843,0.27,1,80840400023.85103,2.2984903291881276e+16
8296,2003,tamilnadu,perambalur,,302043.2235134,0.27,1,91230108870.36572,2.755543616468369e+16
8297,2004,tamilnadu,perambalur,477.14285,337921.4310494,0.27,1,114190893562.47441,3.858755016544107e+16
8298,2005,tamilnadu,perambalur,591.33331,386683.3228327,0.27,1,149523992156.93808,5.7818434130455384e+16
8299,2006,tamilnadu,perambalur,724.25,447233.0158785,0.27,1,200017370491.77866,8.945437183312546e+16
8300,2007,tamilnadu,perambalur,861.71429,475248.285301,0.27,1,225860932681.54068,1.073400209733868e+17
8301,2008,tamilnadu,perambalur,,500383.6189228,0.27,1,250383766086.27792,1.2528793499377158e+17
8302,2009,tamilnadu,perambalur,644.5,552763.7099191,0.27,1,305547719003.527,1.688956907137083e+17
8303,2010,tamilnadu,perambalur,657.16669,628151.2480917,0.27,1,394573990479.16046,2.478521445840072e+17
8304,2011,tamilnadu,perambalur,756.33331,674478.350422,0.27,1,454921045187.9823,3.068343961306424e+17
8305,2012,tamilnadu,perambalur,303.0,709343.134844,0.27,1,503167682950.3132,3.5691854157616704e+17
8306,2013,tamilnadu,perambalur,571.5,750416.162318,0.27,1,563124416668.075,4.2257766366361914e+17
8307,2014,tamilnadu,perambalur,525.44995,791915.097307,0.27,1,627129521342.7552,4.966333359182403e+17
8308,2015,tamilnadu,perambalur,293.0,862436.980516,0.27,1,743797545361.5553,6.414785091368323e+17
8309,2016,tamilnadu,perambalur,271.20358,922084.307219,0.27,1,850239469619.5431,7.839924723143863e+17
8310,2017,tamilnadu,perambalur,255.82454,1000308.163451,0.27,1,1000616421866.7125,1.0009247752764023e+18
8311,2018,tamilnadu,perambalur,268.30249,1071601.897325,0.27,1,1148330626350.5398,1.2305532779536443e+18
8312,2000,uttarpradesh,pilibhit,48.0,351084.1089774,0.25,1,123260051576.45488,4.327464538022803e+16
8313,2001,uttarpradesh,pilibhit,,357471.0467097,0.25,1,127785549235.72853,4.5679634039669784e+16
8314,2002,uttarpradesh,pilibhit,,369038.1836814,0.25,1,136189181014.86674,5.025900799878383e+16
8315,2003,uttarpradesh,pilibhit,,388468.8674867,0.25,1,150908061006.3993,5.862308355376977e+16
8316,2004,uttarpradesh,pilibhit,,407921.4919919,0.25,1,166399943628.89777,6.787811327246803e+16
8317,2005,uttarpradesh,pilibhit,,431731.0483276,0.25,1,186391698090.0485,8.047108321597816e+16
8318,2006,uttarpradesh,pilibhit,,466023.3283118,0.25,1,217177742530.80777,1.0120989440945019e+17
8319,2007,uttarpradesh,pilibhit,,495889.8633084,0.25,1,245906756532.02362,1.2194266788327718e+17
8320,2008,uttarpradesh,pilibhit,,533571.8096457,0.25,1,284698876048.58716,1.519072944973415e+17
8321,2009,uttarpradesh,pilibhit,,566760.9860888,0.25,1,321218015352.34894,1.820538391305846e+17
8322,2010,uttarpradesh,pilibhit,,612018.7067716,0.25,1,374566897438.38165,2.2924194816968883e+17
8323,2011,uttarpradesh,pilibhit,,645131.553217,0.25,1,416194720956.1789,2.6850034677117558e+17
8324,2012,uttarpradesh,pilibhit,,673552.189347,0.25,1,453672551774.1369,3.0557214049411014e+17
8325,2013,uttarpradesh,pilibhit,,707469.104121,0.25,1,500512533285.7704,3.540971535250162e+17
8326,2014,uttarpradesh,pilibhit,,729686.3008,0.25,1,532442097575.18805,3.885157045698316e+17
8327,2015,uttarpradesh,pilibhit,,792048.75936,0.25,1,627341237203.7152,4.968848486225701e+17
8328,2016,uttarpradesh,pilibhit,21.0,888453.00797,0.25,1,789348747370.9409,7.012992689390642e+17
8329,2017,uttarpradesh,pilibhit,,922457.512487,0.25,1,850927862343.7037,7.849447992034533e+17
8330,2018,uttarpradesh,pilibhit,21.0,949184.454018,0.25,1,900951127749.4489,8.55168804289762e+17
8331,2000,jammuandkashmir,poonch,,37710.4595607,0.22,1,1422078760.27919,53627243581638.79
8332,2001,jammuandkashmir,poonch,,38436.6507774,0.22,1,1477376122.983804,56785390105997.625
8333,2002,jammuandkashmir,poonch,,40393.0315924,0.22,1,1631597001.2246246,65905149216531.37
8334,2003,jammuandkashmir,poonch,,42468.6378311,0.22,1,1803585199.2291381,76595806623594.61
8335,2004,jammuandkashmir,poonch,18.0,44761.0175673,0.22,1,2003548693.660139,89680878273862.44
8336,2005,jammuandkashmir,poonch,11.0,46834.3043584,0.22,1,2193452064.7352448,102728801595371.36
8337,2006,jammuandkashmir,poonch,18.0,49569.355377,0.22,1,2457120992.4913187,121797903681089.12
8338,2007,jammuandkashmir,poonch,11.0,52630.6396764,0.22,1,2769984232.7470503,145786042063019.3
8339,2008,jammuandkashmir,poonch,11.0,55926.4637485,0.22,1,3127769347.4122844,174925079021722.62
8340,2009,jammuandkashmir,poonch,11.0,58635.1689627,0.22,1,3438083039.2843776,201592579916232.62
8341,2010,jammuandkashmir,poonch,7.0999999,61986.6628807,0.22,1,3842346375.0855513,238174229423307.75
8342,2011,jammuandkashmir,poonch,,65319.127928,0.22,1,4266588473.27443,278689838301942.7
8343,2012,jammuandkashmir,poonch,16.0,67315.562709,0.22,1,4531384982.829312,305032729970267.5
8344,2013,jammuandkashmir,poonch,23.0,70535.826401,0.22,1,4975302806.072008,350937095021503.4
8345,2014,jammuandkashmir,poonch,23.0,67153.762872,0.22,1,4509627867.868807,302838480479824.8
8346,2015,jammuandkashmir,poonch,21.5,80602.310279,0.22,1,6496732422.312189,523651642502846.25
8347,2016,jammuandkashmir,poonch,10.5,82635.73144,0.22,1,6828664110.623805,564291653539475.2
8348,2017,jammuandkashmir,poonch,,87590.682903,0.22,1,7672127731.413896,672006907313587.2
8349,2018,jammuandkashmir,poonch,,93071.821797,0.22,1,8662364012.612524,806221999722618.6
8350,2000,gujarat,porbandar,1217.8334,187486.1300255,0.21,1,35151048951.93869,6590334134335893.0
8351,2001,gujarat,porbandar,1112.1428,202722.5912177,0.21,1,41096448990.0187,8331178629102622.0
8352,2002,gujarat,porbandar,1584.125,220397.2332726,0.21,1,48574940434.21686,1.0705782478082742e+16
8353,2003,gujarat,porbandar,,257104.4366173,0.21,1,66102691328.29923,1.6995295212849656e+16
8354,2004,gujarat,porbandar,,272449.3578123,0.21,1,74228652572.33466,2.0223548724604908e+16
8355,2005,gujarat,porbandar,1461.0,311996.5449489,0.21,1,97341844060.05098,3.037031902569051e+16
8356,2006,gujarat,porbandar,1165.6,338383.4783698,0.21,1,114503378433.64493,3.874605147947031e+16
8357,2007,gujarat,porbandar,1272.5714,378395.6474308,0.21,1,143183265994.5743,5.41799246372734e+16
8358,2008,gujarat,porbandar,1334.9286,394570.375799,0.21,1,155685781458.16406,6.1428997296508776e+16
8359,2009,gujarat,porbandar,1246.3077,450323.9227272,0.21,1,202791635380.4132,9.132192474077173e+16
8360,2010,gujarat,porbandar,1304.7693,499605.6040329,0.21,1,249605759581.0789,1.2470443628559573e+17
8361,2011,gujarat,porbandar,992.13336,532809.458729,0.21,1,283885919311.0899,1.5125710300892637e+17
8362,2012,gujarat,porbandar,909.71429,596658.833674,0.21,1,356001763801.218,2.1241159717552157e+17
8363,2013,gujarat,porbandar,969.25,641488.810619,0.21,1,411507894149.3793,2.6397770957821462e+17
8364,2014,gujarat,porbandar,777.48151,705628.836007,0.21,1,497912054204.5936,3.5134110324224166e+17
8365,2015,gujarat,porbandar,684.53333,774775.215127,0.21,1,600276633975.0891,4.6507945822376115e+17
8366,2016,gujarat,porbandar,974.30768,843930.335881,0.21,1,712218411820.2175,6.010627235080686e+17
8367,2017,gujarat,porbandar,1148.4166,946511.194431,0.21,1,895883441183.1984,8.479637059852636e+17
8368,2018,gujarat,porbandar,977.54547,1034399.010404,0.21,1,1069981312724.7744,1.1067876110332794e+18
8369,2000,andhrapradesh,prakasam,575.97058,171092.8680057,0.24,1,29272769482.415882,5008362085216264.0
8370,2001,andhrapradesh,prakasam,312.21054,178850.9966259,0.24,1,31987678994.077694,5721028267840162.0
8371,2002,andhrapradesh,prakasam,476.28946,182922.1475852,0.24,1,33460512077.18169,6120668728458596.0
8372,2003,andhrapradesh,prakasam,,200842.5423211,0.24,1,40337726806.00284,8101531603171595.0
8373,2004,andhrapradesh,prakasam,334.56,215454.702683,0.24,1,46420728908.21993,1.000156434524867e+16
8374,2005,andhrapradesh,prakasam,439.04349,227456.6990491,0.24,1,51736549942.31284,1.1767824870067384e+16
8375,2006,andhrapradesh,prakasam,398.88235,251347.1421205,0.24,1,63175385852.14283,1.587895268629597e+16
8376,2007,andhrapradesh,prakasam,345.32144,282692.2057365,0.24,1,79914883184.16763,2.259131459850708e+16
8377,2008,andhrapradesh,prakasam,348.59091,289918.0574615,0.24,1,84052480042.24962,2.4368331738670504e+16
8378,2009,andhrapradesh,prakasam,424.3793,309549.0583031,0.24,1,95820619496.336,2.966118253111047e+16
8379,2010,andhrapradesh,prakasam,294.02856,330209.0564638,0.24,1,109038020970.71307,3.6005342023419204e+16
8380,2011,andhrapradesh,prakasam,418.66666,339995.524194,0.24,1,115596956471.95284,3.930244781091261e+16
8381,2012,andhrapradesh,prakasam,315.27585,341335.223157,0.24,1,116509734567.63898,3.976887624860788e+16
8382,2013,andhrapradesh,prakasam,329.18182,360239.225775,0.24,1,129772299786.97142,4.6749072802299784e+16
8383,2014,andhrapradesh,prakasam,338.8421,397063.832491,0.24,1,157659687072.44092,6.260095957831516e+16
8384,2015,andhrapradesh,prakasam,468.56412,446996.86,0.24,1,199806192849.8596,8.931274081244168e+16
8385,2016,andhrapradesh,prakasam,494.7037,477565.55262,0.24,1,228068857049.24597,1.0891782975213493e+17
8386,2017,andhrapradesh,prakasam,361.62964,526625.955496,0.24,1,277334897002.075,1.460517551261025e+17
8387,2018,andhrapradesh,prakasam,480.95999,558861.685174,0.24,1,312326383155.5231,1.7454724881459603e+17
8388,2000,rajasthan,pratapgarh,122.55,174260.9950852,,1,30366894408.0841,5291765237199931.0
8389,2000,rajasthan,pratapgarh,122.55,174260.9950852,0.23,1,30366894408.0841,5291765237199931.0
8390,2001,uttarpradesh,pratapgarh,124.77778,357471.0467097,,1,127785549235.72853,4.5679634039669784e+16
8391,2001,uttarpradesh,pratapgarh,124.77778,357471.0467097,0.23,1,127785549235.72853,4.5679634039669784e+16
8392,2002,rajasthan,pratapgarh,121.6,170786.1680972,,1,29167915213.32505,4981476470667809.0
8393,2002,rajasthan,pratapgarh,121.6,170786.1680972,0.23,1,29167915213.32505,4981476470667809.0
8394,2003,rajasthan,pratapgarh,,225127.994208,,1,50682613776.11728,1.141007518063603e+16
8395,2003,rajasthan,pratapgarh,,225127.994208,0.23,1,50682613776.11728,1.141007518063603e+16
8396,2004,uttarpradesh,pratapgarh,128.0625,407921.4919919,,1,166399943628.89777,6.787811327246803e+16
8397,2004,uttarpradesh,pratapgarh,128.0625,407921.4919919,0.23,1,166399943628.89777,6.787811327246803e+16
8398,2005,rajasthan,pratapgarh,130.33333,234376.8327693,,1,54932499738.96842,1.2874905304919818e+16
8399,2005,rajasthan,pratapgarh,130.33333,234376.8327693,0.23,1,54932499738.96842,1.2874905304919818e+16
8400,2006,rajasthan,pratapgarh,145.72728,261962.6382181,,1,68624423822.18715,1.7977035110657176e+16
8401,2006,rajasthan,pratapgarh,145.72728,261962.6382181,0.23,1,68624423822.18715,1.7977035110657176e+16
8402,2007,uttarpradesh,pratapgarh,148.90909,495889.8633084,,1,245906756532.02362,1.2194266788327718e+17
8403,2007,uttarpradesh,pratapgarh,148.90909,495889.8633084,0.23,1,245906756532.02362,1.2194266788327718e+17
8404,2008,uttarpradesh,pratapgarh,140.75,533571.8096457,,1,284698876048.58716,1.519072944973415e+17
8405,2008,uttarpradesh,pratapgarh,140.75,533571.8096457,0.23,1,284698876048.58716,1.519072944973415e+17
8406,2009,rajasthan,pratapgarh,172.42857,314237.3713139,,1,98745125530.26985,3.102940867669307e+16
8407,2009,rajasthan,pratapgarh,172.42857,314237.3713139,0.23,1,98745125530.26985,3.102940867669307e+16
8408,2010,rajasthan,pratapgarh,225.60001,361435.8554958,,1,130635877637.9808,4.721649019252823e+16
8409,2010,rajasthan,pratapgarh,225.60001,361435.8554958,0.23,1,130635877637.9808,4.721649019252823e+16
8410,2011,uttarpradesh,pratapgarh,160.60001,645131.553217,,1,416194720956.1789,2.6850034677117558e+17
8411,2011,uttarpradesh,pratapgarh,160.60001,645131.553217,0.23,1,416194720956.1789,2.6850034677117558e+17
8412,2012,rajasthan,pratapgarh,218.25,409802.490807,,1,167938081471.62134,6.882144408841933e+16
8413,2012,rajasthan,pratapgarh,218.25,409802.490807,0.23,1,167938081471.62134,6.882144408841933e+16
8414,2013,uttarpradesh,pratapgarh,239.60001,707469.104121,,1,500512533285.7704,3.540971535250162e+17
8415,2013,uttarpradesh,pratapgarh,239.60001,707469.104121,0.23,1,500512533285.7704,3.540971535250162e+17
8416,2014,uttarpradesh,pratapgarh,101.125,729686.3008,,1,532442097575.18805,3.885157045698316e+17
8417,2014,uttarpradesh,pratapgarh,101.125,729686.3008,0.23,1,532442097575.18805,3.885157045698316e+17
8418,2015,uttarpradesh,pratapgarh,119.9,792048.75936,,1,627341237203.7152,4.968848486225701e+17
